CustomerID,Customer,Channel,Segment,StoreSize,CreditTermsDays,RouteID,DistributorID,RegionID,Region,State,OpenedYear
C00583,Customer 00583,General Trade,SME,Small,21,RT0038,D007,R3,East,Owerri,2019
C00584,Customer 00584,General Trade,SME,Medium,7,RT0038,D007,R3,East,Owerri,2020
C00585,Customer 00585,General Trade,Micro,Small,30,RT0038,D007,R3,East,Owerri,2020
C00586,Customer 00586,HoReCa,Micro,Small,30,RT0038,D007,R3,East,Owerri,2017
C00587,Customer 00587,HoReCa,SME,Small,21,RT0038,D007,R3,East,Owerri,2024
C00588,Customer 00588,General Trade,SME,Medium,21,RT0038,D007,R3,East,Owerri,2019
C00589,Customer 00589,General Trade,Key Account,Medium,7,RT0038,D007,R3,East,Owerri,2024
C00590,Customer 00590,General Trade,SME,Small,0,RT0038,D007,R3,East,Owerri,2020
C00591,Customer 00591,General Trade,SME,Large,14,RT0038,D007,R3,East,Owerri,2024
C00592,Customer 00592,HoReCa,SME,Medium,21,RT0038,D007,R3,East,Owerri,2016
C00593,Customer 00593,Wholesale,Mid-market,Medium,30,RT0038,D007,R3,East,Owerri,2016
C00594,Customer 00594,General Trade,Micro,Medium,0,RT0038,D007,R3,East,Owerri,2021
C00595,Customer 00595,General Trade,Micro,Medium,0,RT0039,D007,R3,East,Owerri,2022
C00596,Customer 00596,General Trade,Micro,Large,0,RT0039,D007,R3,East,Owerri,2023
C00597,Customer 00597,Modern Trade,Micro,Small,30,RT0039,D007,R3,East,Owerri,2016
C00598,Customer 00598,General Trade,Key Account,Large,21,RT0039,D007,R3,East,Owerri,2023
C00599,Customer 00599,HoReCa,Mid-market,Medium,0,RT0039,D007,R3,East,Owerri,2018
C00600,Customer 00600,General Trade,SME,Small,0,RT0039,D007,R3,East,Owerri,2017
C00601,Customer 00601,General Trade,Micro,Medium,30,RT0039,D007,R3,East,Owerri,2019
C00602,Customer 00602,General Trade,Micro,Small,7,RT0039,D007,R3,East,Owerri,2018
C00603,Customer 00603,General Trade,Mid-market,Medium,14,RT0039,D007,R3,East,Owerri,2016
C00604,Customer 00604,General Trade,Micro,Small,7,RT0039,D007,R3,East,Owerri,2023
C00605,Customer 00605,General Trade,Mid-market,Medium,7,RT0039,D007,R3,East,Owerri,2021
C00606,Customer 00606,Wholesale,Mid-market,Medium,21,RT0039,D007,R3,East,Owerri,2017
C00607,Customer 00607,Modern Trade,Mid-market,Medium,0,RT0039,D007,R3,East,Owerri,2020
C00608,Customer 00608,General Trade,Micro,Small,7,RT0039,D007,R3,East,Owerri,2020
C00609,Customer 00609,Wholesale,SME,Medium,30,RT0039,D007,R3,East,Owerri,2023
C00610,Customer 00610,General Trade,SME,Medium,30,RT0039,D007,R3,East,Owerri,2023
C00611,Customer 00611,General Trade,Mid-market,Medium,21,RT0039,D007,R3,East,Owerri,2020
C00612,Customer 00612,General Trade,Micro,Small,21,RT0039,D007,R3,East,Owerri,2019
C00613,Customer 00613,General Trade,SME,Medium,0,RT0039,D007,R3,East,Owerri,2017
C00614,Customer 00614,HoReCa,Mid-market,Medium,21,RT0039,D007,R3,East,Owerri,2020
C00615,Customer 00615,General Trade,SME,Small,14,RT0040,D007,R3,East,Owerri,2017
C00616,Customer 00616,Modern Trade,Mid-market,Medium,7,RT0040,D007,R3,East,Owerri,2017
C00617,Customer 00617,Wholesale,Mid-market,Large,30,RT0040,D007,R3,East,Owerri,2021
C00618,Customer 00618,General Trade,SME,Medium,7,RT0040,D007,R3,East,Owerri,2016
C00619,Customer 00619,Modern Trade,Micro,Medium,7,RT0040,D007,R3,East,Owerri,2021
C00620,Customer 00620,General Trade,Mid-market,Large,0,RT0040,D007,R3,East,Owerri,2018
C00621,Customer 00621,General Trade,Micro,Medium,14,RT0040,D007,R3,East,Owerri,2022
C00622,Customer 00622,General Trade,SME,Small,0,RT0040,D007,R3,East,Owerri,2020
C00623,Customer 00623,HoReCa,Key Account,Medium,7,RT0040,D007,R3,East,Owerri,2018
C00624,Customer 00624,HoReCa,SME,Small,30,RT0040,D007,R3,East,Owerri,2017
C00625,Customer 00625,General Trade,SME,Small,30,RT0040,D007,R3,East,Owerri,2022
C00626,Customer 00626,General Trade,Micro,Small,0,RT0040,D007,R3,East,Owerri,2018
C00627,Customer 00627,General Trade,SME,Medium,30,RT0040,D007,R3,East,Owerri,2020
C00628,Customer 00628,General Trade,Key Account,Small,14,RT0040,D007,R3,East,Owerri,2019
C00629,Customer 00629,Wholesale,Mid-market,Small,21,RT0040,D007,R3,East,Owerri,2018
C00630,Customer 00630,Wholesale,Micro,Small,30,RT0041,D007,R3,East,Owerri,2021
C00631,Customer 00631,Modern Trade,Mid-market,Small,21,RT0041,D007,R3,East,Owerri,2021
C00632,Customer 00632,General Trade,SME,Medium,21,RT0041,D007,R3,East,Owerri,2023
C00633,Customer 00633,General Trade,SME,Medium,7,RT0041,D007,R3,East,Owerri,2016
C00634,Customer 00634,General Trade,SME,Small,7,RT0041,D007,R3,East,Owerri,2018
C00635,Customer 00635,General Trade,SME,Small,14,RT0041,D007,R3,East,Owerri,2017
C00636,Customer 00636,General Trade,SME,Small,14,RT0041,D007,R3,East,Owerri,2019
C00637,Customer 00637,HoReCa,SME,Small,21,RT0041,D007,R3,East,Owerri,2020
C00638,Customer 00638,General Trade,SME,Medium,0,RT0041,D007,R3,East,Owerri,2017
C00639,Customer 00639,General Trade,Micro,Small,30,RT0041,D007,R3,East,Owerri,2020
C00640,Customer 00640,HoReCa,SME,Small,7,RT0042,D007,R3,East,Owerri,2018
C00641,Customer 00641,Wholesale,Mid-market,Medium,21,RT0042,D007,R3,East,Owerri,2023
C00642,Customer 00642,General Trade,Key Account,Small,30,RT0042,D007,R3,East,Owerri,2021
C00643,Customer 00643,General Trade,Mid-market,Medium,0,RT0042,D007,R3,East,Owerri,2024
C00644,Customer 00644,Wholesale,SME,Medium,14,RT0042,D007,R3,East,Owerri,2022
C00645,Customer 00645,Wholesale,SME,Medium,14,RT0042,D007,R3,East,Owerri,2018
C00646,Customer 00646,General Trade,SME,Medium,30,RT0042,D007,R3,East,Owerri,2021
C00647,Customer 00647,Wholesale,Micro,Small,21,RT0042,D007,R3,East,Owerri,2017
C00648,Customer 00648,Modern Trade,Micro,Small,30,RT0042,D007,R3,East,Owerri,2021
C00649,Customer 00649,Modern Trade,SME,Small,0,RT0042,D007,R3,East,Owerri,2018
C00650,Customer 00650,General Trade,SME,Small,21,RT0042,D007,R3,East,Owerri,2020
C00651,Customer 00651,Modern Trade,SME,Small,30,RT0042,D007,R3,East,Owerri,2016
C00652,Customer 00652,General Trade,Micro,Small,0,RT0042,D007,R3,East,Owerri,2019
C00653,Customer 00653,General Trade,SME,Small,30,RT0042,D007,R3,East,Owerri,2022
C00654,Customer 00654,Modern Trade,SME,Medium,14,RT0042,D007,R3,East,Owerri,2023
C00655,Customer 00655,Wholesale,Micro,Small,14,RT0042,D007,R3,East,Owerri,2019
C00656,Customer 00656,Wholesale,Key Account,Large,14,RT0042,D007,R3,East,Owerri,2017
C00657,Customer 00657,General Trade,SME,Small,30,RT0043,D007,R3,East,Owerri,2021
C00658,Customer 00658,General Trade,SME,Medium,21,RT0043,D007,R3,East,Owerri,2016
C00659,Customer 00659,HoReCa,Micro,Small,0,RT0043,D007,R3,East,Owerri,2020
C00660,Customer 00660,General Trade,Micro,Small,30,RT0043,D007,R3,East,Owerri,2021
C00661,Customer 00661,General Trade,Mid-market,Medium,21,RT0043,D007,R3,East,Owerri,2022
C00662,Customer 00662,General Trade,Mid-market,Small,14,RT0043,D007,R3,East,Owerri,2016
C00663,Customer 00663,General Trade,SME,Large,7,RT0043,D007,R3,East,Owerri,2018
C00664,Customer 00664,Modern Trade,SME,Small,30,RT0043,D007,R3,East,Owerri,2023
C00665,Customer 00665,General Trade,Mid-market,Medium,21,RT0043,D007,R3,East,Owerri,2016
C00666,Customer 00666,Modern Trade,SME,Small,21,RT0043,D007,R3,East,Owerri,2024
C00667,Customer 00667,General Trade,SME,Small,30,RT0043,D007,R3,East,Owerri,2024
C00668,Customer 00668,General Trade,Micro,Small,14,RT0043,D007,R3,East,Owerri,2018
C00669,Customer 00669,General Trade,Mid-market,Medium,0,RT0043,D007,R3,East,Owerri,2023
C00670,Customer 00670,General Trade,Mid-market,Large,14,RT0044,D008,R3,East,Owerri,2018
C00671,Customer 00671,General Trade,Micro,Large,0,RT0044,D008,R3,East,Owerri,2023
C00672,Customer 00672,HoReCa,Micro,Medium,21,RT0044,D008,R3,East,Owerri,2019
C00673,Customer 00673,Wholesale,SME,Medium,14,RT0044,D008,R3,East,Owerri,2022
C00674,Customer 00674,Wholesale,Mid-market,Large,21,RT0044,D008,R3,East,Owerri,2023
C00675,Customer 00675,General Trade,SME,Large,0,RT0044,D008,R3,East,Owerri,2023
C00676,Customer 00676,General Trade,SME,Small,14,RT0044,D008,R3,East,Owerri,2019
C00677,Customer 00677,General Trade,Mid-market,Small,30,RT0044,D008,R3,East,Owerri,2024
C00678,Customer 00678,General Trade,Micro,Small,14,RT0044,D008,R3,East,Owerri,2022
C00679,Customer 00679,HoReCa,SME,Medium,14,RT0044,D008,R3,East,Owerri,2024
C00680,Customer 00680,General Trade,SME,Medium,14,RT0044,D008,R3,East,Owerri,2017
C00681,Customer 00681,HoReCa,Mid-market,Medium,14,RT0044,D008,R3,East,Owerri,2018
C00682,Customer 00682,Modern Trade,SME,Small,7,RT0044,D008,R3,East,Owerri,2019
C00683,Customer 00683,Wholesale,Micro,Medium,14,RT0045,D008,R3,East,Owerri,2022
C00684,Customer 00684,General Trade,Mid-market,Medium,0,RT0045,D008,R3,East,Owerri,2018
C00685,Customer 00685,Wholesale,Micro,Small,14,RT0045,D008,R3,East,Owerri,2018
C00686,Customer 00686,General Trade,Key Account,Large,0,RT0045,D008,R3,East,Owerri,2019
C00687,Customer 00687,General Trade,Micro,Medium,30,RT0045,D008,R3,East,Owerri,2022
C00688,Customer 00688,General Trade,Mid-market,Medium,7,RT0045,D008,R3,East,Owerri,2021
C00689,Customer 00689,General Trade,Key Account,Medium,14,RT0045,D008,R3,East,Owerri,2022
C00690,Customer 00690,General Trade,SME,Small,0,RT0045,D008,R3,East,Owerri,2019
C00691,Customer 00691,General Trade,Mid-market,Medium,0,RT0045,D008,R3,East,Owerri,2016
C00692,Customer 00692,General Trade,Mid-market,Small,14,RT0045,D008,R3,East,Owerri,2018
C00693,Customer 00693,General Trade,SME,Medium,21,RT0045,D008,R3,East,Owerri,2022
C00694,Customer 00694,Wholesale,SME,Medium,21,RT0045,D008,R3,East,Owerri,2018
C00695,Customer 00695,General Trade,Mid-market,Large,14,RT0045,D008,R3,East,Owerri,2022
C00696,Customer 00696,General Trade,SME,Small,0,RT0045,D008,R3,East,Owerri,2022
C00697,Customer 00697,Modern Trade,SME,Medium,14,RT0045,D008,R3,East,Owerri,2024
C00698,Customer 00698,General Trade,SME,Small,0,RT0045,D008,R3,East,Owerri,2017
C00699,Customer 00699,Modern Trade,Micro,Medium,7,RT0045,D008,R3,East,Owerri,2020
C00700,Customer 00700,General Trade,Key Account,Medium,14,RT0045,D008,R3,East,Owerri,2016
C00701,Customer 00701,General Trade,Mid-market,Large,0,RT0046,D008,R3,East,Owerri,2024
C00702,Customer 00702,E-commerce,Micro,Medium,21,RT0046,D008,R3,East,Owerri,2023
C00703,Customer 00703,General Trade,SME,Medium,7,RT0046,D008,R3,East,Owerri,2019
C00704,Customer 00704,General Trade,SME,Medium,0,RT0046,D008,R3,East,Owerri,2023
C00705,Customer 00705,Modern Trade,Micro,Small,30,RT0046,D008,R3,East,Owerri,2016
C00706,Customer 00706,Wholesale,Key Account,Large,30,RT0046,D008,R3,East,Owerri,2018
C00707,Customer 00707,General Trade,Micro,Small,21,RT0046,D008,R3,East,Owerri,2017
C00708,Customer 00708,General Trade,Micro,Medium,21,RT0046,D008,R3,East,Owerri,2019
C00709,Customer 00709,Modern Trade,SME,Medium,21,RT0046,D008,R3,East,Owerri,2021
C00710,Customer 00710,General Trade,Mid-market,Large,0,RT0046,D008,R3,East,Owerri,2021
C00711,Customer 00711,General Trade,SME,Medium,0,RT0046,D008,R3,East,Owerri,2016
C00712,Customer 00712,General Trade,SME,Medium,0,RT0046,D008,R3,East,Owerri,2022
C00713,Customer 00713,General Trade,SME,Large,7,RT0046,D008,R3,East,Owerri,2020
C00714,Customer 00714,Modern Trade,Micro,Medium,21,RT0047,D008,R3,East,Owerri,2022
C00715,Customer 00715,Modern Trade,Micro,Small,21,RT0047,D008,R3,East,Owerri,2022
C00716,Customer 00716,General Trade,Micro,Small,0,RT0047,D008,R3,East,Owerri,2016
C00717,Customer 00717,General Trade,SME,Medium,0,RT0047,D008,R3,East,Owerri,2022
C00718,Customer 00718,Wholesale,Mid-market,Large,30,RT0047,D008,R3,East,Owerri,2022
C00719,Customer 00719,Wholesale,Micro,Medium,14,RT0047,D008,R3,East,Owerri,2022
C00720,Customer 00720,Modern Trade,SME,Small,30,RT0047,D008,R3,East,Owerri,2016
C00721,Customer 00721,HoReCa,SME,Small,21,RT0047,D008,R3,East,Owerri,2016
C00722,Customer 00722,Modern Trade,Micro,Medium,7,RT0047,D008,R3,East,Owerri,2017
C00723,Customer 00723,Wholesale,Micro,Small,21,RT0047,D008,R3,East,Owerri,2018
C00724,Customer 00724,HoReCa,SME,Small,14,RT0047,D008,R3,East,Owerri,2023
C00725,Customer 00725,General Trade,SME,Small,0,RT0047,D008,R3,East,Owerri,2016
C00726,Customer 00726,Wholesale,Micro,Medium,30,RT0047,D008,R3,East,Owerri,2020
C00727,Customer 00727,Wholesale,SME,Medium,30,RT0047,D008,R3,East,Owerri,2018
C00728,Customer 00728,General Trade,SME,Small,0,RT0047,D008,R3,East,Owerri,2022
C00729,Customer 00729,E-commerce,SME,Small,0,RT0047,D008,R3,East,Owerri,2023
C00730,Customer 00730,General Trade,SME,Small,7,RT0047,D008,R3,East,Owerri,2020
C00731,Customer 00731,Wholesale,SME,Medium,14,RT0047,D008,R3,East,Owerri,2022
C00732,Customer 00732,Modern Trade,SME,Medium,30,RT0048,D009,R3,East,Owerri,2023
C00733,Customer 00733,General Trade,Micro,Medium,0,RT0048,D009,R3,East,Owerri,2016
C00734,Customer 00734,General Trade,SME,Medium,21,RT0048,D009,R3,East,Owerri,2017
C00735,Customer 00735,General Trade,Micro,Small,7,RT0048,D009,R3,East,Owerri,2021
C00736,Customer 00736,Modern Trade,Mid-market,Small,7,RT0048,D009,R3,East,Owerri,2021
C00737,Customer 00737,Modern Trade,Mid-market,Medium,30,RT0048,D009,R3,East,Owerri,2016
C00738,Customer 00738,General Trade,SME,Small,7,RT0048,D009,R3,East,Owerri,2021
C00739,Customer 00739,HoReCa,Micro,Small,30,RT0048,D009,R3,East,Owerri,2019
C00740,Customer 00740,Modern Trade,SME,Small,30,RT0048,D009,R3,East,Owerri,2020
C00741,Customer 00741,General Trade,Micro,Small,7,RT0048,D009,R3,East,Owerri,2016
C00742,Customer 00742,Wholesale,Micro,Small,21,RT0048,D009,R3,East,Owerri,2019
C00743,Customer 00743,Wholesale,SME,Small,30,RT0048,D009,R3,East,Owerri,2018
C00744,Customer 00744,General Trade,SME,Large,7,RT0048,D009,R3,East,Owerri,2016
C00745,Customer 00745,General Trade,SME,Small,14,RT0048,D009,R3,East,Owerri,2024
C00746,Customer 00746,General Trade,Mid-market,Large,7,RT0049,D009,R3,East,Owerri,2019
C00747,Customer 00747,Modern Trade,SME,Medium,0,RT0049,D009,R3,East,Owerri,2022
C00748,Customer 00748,HoReCa,SME,Large,7,RT0049,D009,R3,East,Owerri,2020
C00749,Customer 00749,Modern Trade,SME,Small,14,RT0049,D009,R3,East,Owerri,2017
C00750,Customer 00750,General Trade,Mid-market,Medium,0,RT0049,D009,R3,East,Owerri,2016
C00751,Customer 00751,Modern Trade,SME,Medium,21,RT0049,D009,R3,East,Owerri,2019
C00752,Customer 00752,Wholesale,SME,Small,21,RT0049,D009,R3,East,Owerri,2023
C00753,Customer 00753,General Trade,Mid-market,Small,0,RT0049,D009,R3,East,Owerri,2019
C00754,Customer 00754,Modern Trade,Mid-market,Large,30,RT0049,D009,R3,East,Owerri,2021
C00755,Customer 00755,Wholesale,Mid-market,Medium,21,RT0049,D009,R3,East,Owerri,2022
C00756,Customer 00756,Wholesale,Mid-market,Large,7,RT0049,D009,R3,East,Owerri,2023
C00757,Customer 00757,E-commerce,Mid-market,Medium,0,RT0049,D009,R3,East,Owerri,2019
C00758,Customer 00758,General Trade,SME,Large,14,RT0049,D009,R3,East,Owerri,2020
C00759,Customer 00759,Wholesale,SME,Small,30,RT0050,D009,R3,East,Owerri,2016
C00760,Customer 00760,General Trade,SME,Small,14,RT0050,D009,R3,East,Owerri,2016
C00761,Customer 00761,General Trade,Mid-market,Small,7,RT0050,D009,R3,East,Owerri,2022
C00762,Customer 00762,HoReCa,Micro,Small,21,RT0050,D009,R3,East,Owerri,2017
C00763,Customer 00763,General Trade,SME,Small,0,RT0050,D009,R3,East,Owerri,2023
C00764,Customer 00764,General Trade,SME,Small,0,RT0050,D009,R3,East,Owerri,2023
C00765,Customer 00765,General Trade,SME,Small,7,RT0050,D009,R3,East,Owerri,2016
C00766,Customer 00766,Wholesale,Micro,Medium,14,RT0050,D009,R3,East,Owerri,2022
C00767,Customer 00767,Modern Trade,SME,Medium,0,RT0050,D009,R3,East,Owerri,2017
C00768,Customer 00768,Wholesale,Mid-market,Medium,14,RT0050,D009,R3,East,Owerri,2023
C00769,Customer 00769,HoReCa,Micro,Small,7,RT0050,D009,R3,East,Owerri,2020
C00770,Customer 00770,General Trade,Key Account,Medium,14,RT0050,D009,R3,East,Owerri,2024
C00771,Customer 00771,General Trade,Mid-market,Small,30,RT0050,D009,R3,East,Owerri,2022
C00772,Customer 00772,Wholesale,Micro,Small,21,RT0050,D009,R3,East,Owerri,2019
C00773,Customer 00773,General Trade,Key Account,Small,0,RT0051,D009,R3,East,Owerri,2017
C00774,Customer 00774,General Trade,Mid-market,Medium,30,RT0051,D009,R3,East,Owerri,2021
C00775,Customer 00775,HoReCa,Mid-market,Medium,21,RT0051,D009,R3,East,Owerri,2016
C00776,Customer 00776,General Trade,SME,Medium,7,RT0051,D009,R3,East,Owerri,2020
C00777,Customer 00777,General Trade,Key Account,Medium,0,RT0051,D009,R3,East,Owerri,2016
C00778,Customer 00778,HoReCa,SME,Medium,14,RT0051,D009,R3,East,Owerri,2019
C00779,Customer 00779,General Trade,Mid-market,Small,21,RT0051,D009,R3,East,Owerri,2021
C00780,Customer 00780,Modern Trade,SME,Large,0,RT0051,D009,R3,East,Owerri,2018
C00781,Customer 00781,General Trade,Micro,Large,0,RT0051,D009,R3,East,Owerri,2023
C00782,Customer 00782,Wholesale,Mid-market,Medium,14,RT0051,D009,R3,East,Owerri,2024
C00783,Customer 00783,General Trade,Micro,Small,21,RT0051,D009,R3,East,Owerri,2019
C00784,Customer 00784,Modern Trade,Micro,Medium,30,RT0051,D009,R3,East,Owerri,2016
C00785,Customer 00785,Modern Trade,Mid-market,Medium,21,RT0051,D009,R3,East,Owerri,2019
C00786,Customer 00786,General Trade,Micro,Small,14,RT0051,D009,R3,East,Owerri,2019
C00787,Customer 00787,General Trade,Mid-market,Large,21,RT0051,D009,R3,East,Owerri,2023
C00788,Customer 00788,E-commerce,Mid-market,Medium,21,RT0051,D009,R3,East,Owerri,2020
C00789,Customer 00789,General Trade,SME,Small,14,RT0051,D009,R3,East,Owerri,2017
C00790,Customer 00790,General Trade,SME,Small,0,RT0052,D009,R3,East,Owerri,2022
C00791,Customer 00791,General Trade,SME,Small,14,RT0052,D009,R3,East,Owerri,2019
C00792,Customer 00792,Wholesale,SME,Small,21,RT0052,D009,R3,East,Owerri,2017
C00793,Customer 00793,General Trade,SME,Large,0,RT0052,D009,R3,East,Owerri,2021
C00794,Customer 00794,General Trade,SME,Small,30,RT0052,D009,R3,East,Owerri,2018
C00795,Customer 00795,General Trade,SME,Small,0,RT0052,D009,R3,East,Owerri,2021
C00796,Customer 00796,General Trade,Key Account,Medium,7,RT0052,D009,R3,East,Owerri,2017
C00797,Customer 00797,General Trade,SME,Small,14,RT0052,D009,R3,East,Owerri,2017
C00798,Customer 00798,Modern Trade,SME,Medium,30,RT0052,D009,R3,East,Owerri,2021
C00799,Customer 00799,General Trade,Mid-market,Medium,0,RT0052,D009,R3,East,Owerri,2017
C00800,Customer 00800,Wholesale,SME,Small,21,RT0052,D009,R3,East,Owerri,2021
C00801,Customer 00801,General Trade,Micro,Small,21,RT0052,D009,R3,East,Owerri,2022
C00802,Customer 00802,Wholesale,SME,Small,14,RT0052,D009,R3,East,Owerri,2021
C00803,Customer 00803,General Trade,Micro,Small,7,RT0052,D009,R3,East,Owerri,2018
C00804,Customer 00804,General Trade,SME,Medium,14,RT0052,D009,R3,East,Owerri,2022
C00805,Customer 00805,HoReCa,Micro,Small,30,RT0052,D009,R3,East,Owerri,2018
C00806,Customer 00806,General Trade,SME,Small,0,RT0052,D009,R3,East,Owerri,2017
C00807,Customer 00807,General Trade,Micro,Small,0,RT0052,D009,R3,East,Owerri,2019
C00808,Customer 00808,General Trade,Micro,Medium,7,RT0053,D009,R3,East,Owerri,2019
C00809,Customer 00809,General Trade,Micro,Medium,30,RT0053,D009,R3,East,Owerri,2018
C00810,Customer 00810,Wholesale,Micro,Medium,30,RT0053,D009,R3,East,Owerri,2019
C00811,Customer 00811,General Trade,SME,Medium,14,RT0053,D009,R3,East,Owerri,2018
C00812,Customer 00812,General Trade,SME,Small,14,RT0053,D009,R3,East,Owerri,2022
C00813,Customer 00813,General Trade,SME,Small,0,RT0053,D009,R3,East,Owerri,2022
C00814,Customer 00814,HoReCa,SME,Medium,30,RT0053,D009,R3,East,Owerri,2023
C00815,Customer 00815,General Trade,Micro,Small,7,RT0053,D009,R3,East,Owerri,2016
C00816,Customer 00816,General Trade,Mid-market,Medium,7,RT0053,D009,R3,East,Owerri,2022
C00817,Customer 00817,Wholesale,SME,Medium,30,RT0053,D009,R3,East,Owerri,2022
C00818,Customer 00818,General Trade,SME,Large,14,RT0053,D009,R3,East,Owerri,2019
C00819,Customer 00819,General Trade,SME,Small,0,RT0053,D009,R3,East,Owerri,2018
C00820,Customer 00820,Wholesale,Micro,Small,30,RT0053,D009,R3,East,Owerri,2019
C00821,Customer 00821,Modern Trade,Micro,Medium,30,RT0053,D009,R3,East,Owerri,2018
C00822,Customer 00822,Wholesale,Micro,Small,0,RT0054,D009,R3,East,Owerri,2021
C00823,Customer 00823,Modern Trade,SME,Small,30,RT0054,D009,R3,East,Owerri,2024
C00824,Customer 00824,General Trade,Mid-market,Small,21,RT0054,D009,R3,East,Owerri,2021
C00825,Customer 00825,Modern Trade,SME,Small,14,RT0054,D009,R3,East,Owerri,2020
C00826,Customer 00826,Wholesale,Micro,Large,30,RT0054,D009,R3,East,Owerri,2019
C00827,Customer 00827,General Trade,Micro,Large,0,RT0054,D009,R3,East,Owerri,2018
C00828,Customer 00828,General Trade,SME,Small,7,RT0054,D009,R3,East,Owerri,2016
C00829,Customer 00829,General Trade,Micro,Small,14,RT0054,D009,R3,East,Owerri,2021
C00830,Customer 00830,Wholesale,Mid-market,Large,21,RT0054,D009,R3,East,Owerri,2024
C00831,Customer 00831,HoReCa,Mid-market,Small,14,RT0054,D009,R3,East,Owerri,2020
C00832,Customer 00832,General Trade,Mid-market,Medium,0,RT0054,D009,R3,East,Owerri,2017
C00833,Customer 00833,General Trade,Key Account,Medium,7,RT0054,D009,R3,East,Owerri,2020
C00834,Customer 00834,Wholesale,SME,Small,14,RT0054,D009,R3,East,Owerri,2022
C00835,Customer 00835,HoReCa,Micro,Medium,7,RT0054,D009,R3,East,Owerri,2018
C00836,Customer 00836,General Trade,Micro,Medium,21,RT0054,D009,R3,East,Owerri,2018
C00837,Customer 00837,Wholesale,Mid-market,Small,14,RT0054,D009,R3,East,Owerri,2021
C00838,Customer 00838,General Trade,Micro,Small,14,RT0054,D009,R3,East,Owerri,2020
C00839,Customer 00839,General Trade,Micro,Medium,21,RT0054,D009,R3,East,Owerri,2023
C00840,Customer 00840,Wholesale,Mid-market,Medium,14,RT0054,D009,R3,East,Owerri,2018
C00841,Customer 00841,General Trade,Micro,Medium,0,RT0054,D009,R3,East,Owerri,2022
C00842,Customer 00842,General Trade,Mid-market,Large,0,RT0055,D010,R3,East,Enugu,2021
C00843,Customer 00843,General Trade,SME,Medium,14,RT0055,D010,R3,East,Enugu,2022
C00844,Customer 00844,Wholesale,Micro,Medium,0,RT0055,D010,R3,East,Enugu,2020
C00845,Customer 00845,General Trade,Micro,Small,14,RT0055,D010,R3,East,Enugu,2018
C00846,Customer 00846,Wholesale,Micro,Small,30,RT0055,D010,R3,East,Enugu,2018
C00847,Customer 00847,Modern Trade,Micro,Small,30,RT0055,D010,R3,East,Enugu,2017
C00848,Customer 00848,General Trade,Micro,Small,30,RT0055,D010,R3,East,Enugu,2024
C00849,Customer 00849,General Trade,SME,Small,7,RT0055,D010,R3,East,Enugu,2016
C00850,Customer 00850,General Trade,SME,Small,30,RT0055,D010,R3,East,Enugu,2022
C00851,Customer 00851,Wholesale,SME,Medium,14,RT0055,D010,R3,East,Enugu,2022
C00852,Customer 00852,E-commerce,SME,Medium,30,RT0055,D010,R3,East,Enugu,2023
C00853,Customer 00853,Wholesale,Mid-market,Medium,0,RT0055,D010,R3,East,Enugu,2022
C00854,Customer 00854,General Trade,Micro,Small,0,RT0055,D010,R3,East,Enugu,2020
C00855,Customer 00855,Wholesale,Mid-market,Medium,21,RT0055,D010,R3,East,Enugu,2018
C00856,Customer 00856,General Trade,Micro,Small,0,RT0055,D010,R3,East,Enugu,2022
C00857,Customer 00857,General Trade,Mid-market,Medium,7,RT0056,D010,R3,East,Enugu,2019
C00858,Customer 00858,Modern Trade,Mid-market,Medium,7,RT0056,D010,R3,East,Enugu,2018
C00859,Customer 00859,General Trade,Micro,Medium,14,RT0056,D010,R3,East,Enugu,2017
C00860,Customer 00860,Modern Trade,Mid-market,Medium,14,RT0056,D010,R3,East,Enugu,2016
C00861,Customer 00861,General Trade,Micro,Large,7,RT0056,D010,R3,East,Enugu,2016
C00862,Customer 00862,General Trade,SME,Large,0,RT0056,D010,R3,East,Enugu,2022
C00863,Customer 00863,General Trade,Micro,Small,21,RT0056,D010,R3,East,Enugu,2019
C00864,Customer 00864,Modern Trade,Mid-market,Small,30,RT0056,D010,R3,East,Enugu,2023
C00865,Customer 00865,HoReCa,SME,Medium,0,RT0056,D010,R3,East,Enugu,2019
C00866,Customer 00866,General Trade,SME,Small,0,RT0056,D010,R3,East,Enugu,2021
C00867,Customer 00867,Wholesale,SME,Small,7,RT0056,D010,R3,East,Enugu,2018
C00868,Customer 00868,General Trade,SME,Medium,14,RT0056,D010,R3,East,Enugu,2019
C00869,Customer 00869,Wholesale,Mid-market,Medium,30,RT0056,D010,R3,East,Enugu,2017
C00870,Customer 00870,General Trade,Micro,Small,14,RT0056,D010,R3,East,Enugu,2016
C00871,Customer 00871,Modern Trade,SME,Small,21,RT0056,D010,R3,East,Enugu,2018
C00872,Customer 00872,General Trade,Mid-market,Small,7,RT0056,D010,R3,East,Enugu,2016
C00873,Customer 00873,Wholesale,SME,Small,30,RT0057,D010,R3,East,Enugu,2019
C00874,Customer 00874,General Trade,SME,Small,21,RT0057,D010,R3,East,Enugu,2018
C00875,Customer 00875,General Trade,Mid-market,Small,21,RT0057,D010,R3,East,Enugu,2022
C00876,Customer 00876,General Trade,SME,Small,30,RT0057,D010,R3,East,Enugu,2017
C00877,Customer 00877,General Trade,SME,Small,14,RT0057,D010,R3,East,Enugu,2016
C00878,Customer 00878,General Trade,SME,Small,21,RT0057,D010,R3,East,Enugu,2016
