ReturnID,InvoiceID,SalesLineID,ReturnDate,ReturnDateKey,DistributorID,CustomerID,ProductID,ReturnQty,ReturnValue,ReturnReason
RET000518,INV0018976,LINE000044303,2024-12-29,20241229,D017,C01495,SKU009,2,1975.02,Customer Refusal
RET000519,INV0019095,LINE000044576,2024-12-11,20241211,D007,C00643,SKU009,3,3103.48,Damaged
RET000520,INV0019103,LINE000044595,2024-12-15,20241215,D004,C00348,SKU009,19,18870.65,Customer Refusal
RET000521,INV0019127,LINE000044638,2024-12-11,20241211,D015,C01340,SKU041,2,1568.02,Wrong Item
RET000522,INV0019297,LINE000045044,2024-12-14,20241214,D006,C00506,SKU048,4,9074.33,Short-dated
RET000523,INV0019304,LINE000045066,2025-01-02,20250102,D011,C01045,SKU015,81,67996.28,Damaged
RET000524,INV0019442,LINE000045389,2024-12-29,20241229,D008,C00707,SKU026,2,1999.23,Promo Return
RET000525,INV0019496,LINE000045502,2024-12-18,20241218,D014,C01269,SKU048,2,4576.3,Promo Return
RET000526,INV0019533,LINE000045585,2024-12-18,20241218,D006,C00514,SKU029,2,3903.44,Expired
RET000527,INV0019577,LINE000045690,2024-12-30,20241230,D012,C01087,SKU023,3,5532.69,Expired
RET000528,INV0019584,LINE000045707,2024-12-25,20241225,D007,C00626,SKU001,10,6728.53,Customer Refusal
RET000529,INV0019621,LINE000045798,2024-12-19,20241219,D009,C00821,SKU020,33,41330.81,Damaged
RET000530,INV0019651,LINE000045873,2024-12-31,20241231,D013,C01191,SKU006,3,4536.48,Damaged
RET000531,INV0019655,LINE000045882,2024-12-20,20241220,D005,C00400,SKU019,5,3043.65,Customer Refusal
RET000532,INV0019674,LINE000045921,2024-12-27,20241227,D017,C01492,SKU001,3,2002.42,Damaged
RET000533,INV0019697,LINE000045975,2024-12-21,20241221,D014,C01293,SKU024,4,14147.8,Short-dated
RET000534,INV0019699,LINE000045982,2024-12-21,20241221,D016,C01385,SKU039,5,15554.02,Damaged
RET000535,INV0019730,LINE000046050,2024-12-26,20241226,D009,C00839,SKU012,4,2045.88,Damaged
RET000536,INV0019746,LINE000046088,2024-12-21,20241221,D014,C01261,SKU019,26,15537.05,Damaged
RET000537,INV0019783,LINE000046155,2024-12-24,20241224,D011,C00987,SKU001,1,682.77,Wrong Item
RET000538,INV0019793,LINE000046174,2024-12-27,20241227,D008,C00670,SKU023,5,9181.39,Damaged
RET000539,INV0019890,LINE000046400,2024-12-29,20241229,D011,C00968,SKU029,2,4099.54,Wrong Item
RET000540,INV0019917,LINE000046458,2024-12-24,20241224,D014,C01261,SKU002,14,8410.18,Damaged
RET000541,INV0019936,LINE000046498,2024-12-22,20241222,D005,C00438,SKU046,19,32255.66,Wrong Item
RET000542,INV0019995,LINE000046638,2024-12-26,20241226,D010,C00907,SKU053,2,4805.38,Damaged
RET000543,INV0020023,LINE000046704,2024-12-24,20241224,D006,C00507,SKU049,3,6298.7,Promo Return
RET000544,INV0020029,LINE000046717,2024-12-27,20241227,D011,C00998,SKU001,6,4100.48,Customer Refusal
RET000545,INV0020123,LINE000046941,2025-01-15,20250115,D013,C01124,SKU014,5,5972.51,Damaged
RET000546,INV0020226,LINE000047187,2024-12-27,20241227,D006,C00505,SKU052,1,693.14,Wrong Item
RET000547,INV0020342,LINE000047476,2024-12-31,20241231,D001,C00026,SKU060,2,2007.53,Wrong Item
RET000548,INV0020357,LINE000047508,2025-01-10,20250110,D008,C00712,SKU055,5,17485.25,Short-dated
RET000549,INV0020377,LINE000047552,2025-01-02,20250102,D010,C00863,SKU054,4,9625.17,Damaged
RET000550,INV0020401,LINE000047610,2024-12-29,20241229,D014,C01209,SKU048,5,11129.94,Damaged
RET000551,INV0020416,LINE000047643,2025-01-07,20250107,D004,C00347,SKU031,1,2681.34,Damaged
RET000552,INV0020428,LINE000047671,2025-01-03,20250103,D010,C00892,SKU048,6,13533.15,Damaged
RET000553,INV0020435,LINE000047694,2025-01-03,20250103,D005,C00444,SKU002,2,1210.5,Damaged
RET000554,INV0020511,LINE000047877,2025-01-07,20250107,D013,C01171,SKU004,78,38826.04,Customer Refusal
RET000555,INV0020529,LINE000047914,2025-01-11,20250111,D017,C01448,SKU031,4,10611.7,Expired
RET000556,INV0020583,LINE000048029,2025-01-21,20250121,D006,C00575,SKU052,6,4196.23,Damaged
RET000557,INV0020606,LINE000048083,2025-01-02,20250102,D005,C00379,SKU035,18,18512.93,Damaged
RET000558,INV0020635,LINE000048143,2025-01-05,20250105,D017,C01470,SKU018,1,779.56,Wrong Item
RET000559,INV0020724,LINE000048357,2025-01-03,20250103,D013,C01170,SKU037,7,4035.33,Damaged
RET000560,INV0020744,LINE000048400,2025-01-08,20250108,D003,C00189,SKU026,3,3062.18,Damaged
RET000561,INV0020762,LINE000048441,2025-01-24,20250124,D003,C00246,SKU045,36,33477.16,Expired
RET000562,INV0020765,LINE000048447,2025-01-18,20250118,D007,C00657,SKU050,3,5146.34,Short-dated
RET000563,INV0020802,LINE000048535,2025-01-26,20250126,D007,C00627,SKU035,7,7634.18,Damaged
RET000564,INV0020849,LINE000048641,2025-01-16,20250116,D012,C01058,SKU031,4,10689.71,Damaged
RET000565,INV0021001,LINE000048979,2025-01-11,20250111,D006,C00539,SKU004,25,12747.11,Damaged
RET000566,INV0021066,LINE000049146,2025-01-10,20250110,D013,C01182,SKU032,22,10445.24,Wrong Item
RET000567,INV0021206,LINE000049468,2025-01-16,20250116,D007,C00591,SKU013,5,2056.52,Damaged
RET000568,INV0021236,LINE000049533,2025-01-18,20250118,D011,C00996,SKU048,21,44230.49,Damaged
RET000569,INV0021247,LINE000049555,2025-01-19,20250119,D002,C00139,SKU028,2,3200.79,Short-dated
RET000570,INV0021255,LINE000049576,2025-01-16,20250116,D002,C00140,SKU030,11,19884.13,Damaged
RET000571,INV0021276,LINE000049627,2025-01-18,20250118,D012,C01085,SKU051,11,29685.93,Promo Return
RET000572,INV0021290,LINE000049662,2025-01-20,20250120,D003,C00261,SKU023,2,3784.84,Expired
RET000573,INV0021376,LINE000049877,2025-02-05,20250205,D017,C01438,SKU013,3,1239.91,Expired
RET000574,INV0021386,LINE000049896,2025-01-24,20250124,D008,C00685,SKU025,18,44071.56,Damaged
RET000575,INV0021421,LINE000049975,2025-01-17,20250117,D017,C01483,SKU012,9,4571.92,Customer Refusal
RET000576,INV0021483,LINE000050116,2025-01-26,20250126,D016,C01417,SKU020,2,2724.69,Promo Return
RET000577,INV0021524,LINE000050219,2025-01-31,20250131,D002,C00153,SKU008,3,2288.68,Short-dated
RET000578,INV0021550,LINE000050285,2025-01-28,20250128,D015,C01318,SKU014,3,3453.25,Damaged
RET000579,INV0021574,LINE000050331,2025-01-23,20250123,D014,C01282,SKU056,3,4061.13,Damaged
RET000580,INV0021624,LINE000050450,2025-01-22,20250122,D005,C00401,SKU010,8,11756.16,Damaged
RET000581,INV0021628,LINE000050458,2025-01-23,20250123,D017,C01465,SKU010,2,2970.77,Expired
RET000582,INV0021668,LINE000050560,2025-01-26,20250126,D013,C01136,SKU020,1,1331.44,Promo Return
RET000583,INV0021689,LINE000050604,2025-02-03,20250203,D004,C00367,SKU029,4,7953.42,Expired
RET000584,INV0021693,LINE000050613,2025-01-25,20250125,D015,C01358,SKU033,17,43104.74,Expired
RET000585,INV0021695,LINE000050617,2025-02-02,20250202,D006,C00553,SKU045,5,4559.57,Damaged
RET000586,INV0021698,LINE000050627,2025-01-24,20250124,D003,C00189,SKU004,5,2605.11,Damaged
RET000587,INV0021716,LINE000050668,2025-01-28,20250128,D011,C00944,SKU009,3,3258.54,Wrong Item
RET000588,INV0021728,LINE000050697,2025-01-28,20250128,D007,C00657,SKU034,3,10175.46,Promo Return
RET000589,INV0021858,LINE000051002,2025-01-27,20250127,D016,C01424,SKU052,3,2120.72,Damaged
RET000590,INV0021884,LINE000051064,2025-01-26,20250126,D012,C01056,SKU021,1,533.47,Damaged
RET000591,INV0021906,LINE000051108,2025-01-26,20250126,D012,C01092,SKU008,2,1536.78,Short-dated
RET000592,INV0021949,LINE000051216,2025-01-26,20250126,D010,C00904,SKU056,17,23206.57,Wrong Item
RET000593,INV0022082,LINE000051534,2025-01-29,20250129,D005,C00379,SKU041,10,7423.45,Damaged
RET000594,INV0022115,LINE000051613,2025-02-02,20250202,D005,C00374,SKU019,91,56475.85,Customer Refusal
RET000595,INV0022274,LINE000051983,2025-02-04,20250204,D009,C00762,SKU005,2,1071.9,Damaged
RET000596,INV0022296,LINE000052027,2025-02-03,20250203,D005,C00473,SKU023,3,5581.29,Damaged
RET000597,INV0022337,LINE000052120,2025-02-02,20250202,D007,C00634,SKU057,3,3656.66,Expired
RET000598,INV0022377,LINE000052214,2025-02-04,20250204,D007,C00585,SKU027,5,6132.94,Expired
RET000599,INV0022394,LINE000052249,2025-02-09,20250209,D014,C01249,SKU023,6,11260.83,Customer Refusal
RET000600,INV0022426,LINE000052316,2025-02-04,20250204,D006,C00540,SKU043,53,153359.51,Customer Refusal
RET000601,INV0022427,LINE000052317,2025-02-06,20250206,D012,C01099,SKU013,2,791.42,Wrong Item
RET000602,INV0022458,LINE000052387,2025-02-06,20250206,D001,C00072,SKU008,2,1413.0,Customer Refusal
RET000603,INV0022470,LINE000052416,2025-02-13,20250213,D011,C00978,SKU008,8,5913.67,Damaged
RET000604,INV0022482,LINE000052452,2025-02-05,20250205,D014,C01289,SKU008,8,6020.04,Customer Refusal
RET000605,INV0022625,LINE000052767,2025-02-07,20250207,D013,C01132,SKU033,1,2729.68,Wrong Item
RET000606,INV0022701,LINE000052935,2025-02-16,20250216,D004,C00347,SKU038,2,3409.6,Damaged
RET000607,INV0022712,LINE000052958,2025-02-10,20250210,D016,C01412,SKU042,2,828.35,Short-dated
RET000608,INV0022717,LINE000052975,2025-03-01,20250301,D002,C00122,SKU030,52,97873.93,Damaged
RET000609,INV0022719,LINE000052981,2025-02-12,20250212,D010,C00932,SKU004,5,2590.29,Customer Refusal
RET000610,INV0022734,LINE000053020,2025-02-12,20250212,D017,C01443,SKU028,2,3122.53,Damaged
RET000611,INV0022739,LINE000053034,2025-02-08,20250208,D004,C00360,SKU008,3,2180.28,Wrong Item
RET000612,INV0022758,LINE000053075,2025-02-09,20250209,D011,C00946,SKU017,35,106076.63,Damaged
RET000613,INV0022822,LINE000053221,2025-02-15,20250215,D004,C00348,SKU014,9,10168.69,Damaged
RET000614,INV0022837,LINE000053259,2025-02-14,20250214,D013,C01154,SKU011,5,11662.35,Damaged
RET000615,INV0022878,LINE000053358,2025-02-21,20250221,D004,C00349,SKU018,45,32890.37,Damaged
RET000616,INV0022886,LINE000053381,2025-03-05,20250305,D001,C00086,SKU021,5,2708.9,Short-dated
RET000617,INV0022891,LINE000053396,2025-02-14,20250214,D015,C01322,SKU039,18,52663.0,Wrong Item
RET000618,INV0022980,LINE000053613,2025-02-18,20250218,D009,C00817,SKU026,56,55347.04,Damaged
RET000619,INV0023044,LINE000053762,2025-03-07,20250307,D006,C00492,SKU054,2,4696.25,Customer Refusal
RET000620,INV0023091,LINE000053871,2025-02-24,20250224,D010,C00847,SKU013,10,3881.48,Short-dated
RET000621,INV0023106,LINE000053901,2025-02-18,20250218,D016,C01429,SKU016,2,1239.77,Wrong Item
RET000622,INV0023154,LINE000054016,2025-02-20,20250220,D009,C00790,SKU003,6,2999.53,Damaged
RET000623,INV0023162,LINE000054033,2025-02-17,20250217,D013,C01118,SKU027,3,3798.2,Short-dated
RET000624,INV0023196,LINE000054117,2025-03-04,20250304,D002,C00134,SKU051,7,18259.74,Customer Refusal
RET000625,INV0023213,LINE000054154,2025-02-23,20250223,D016,C01377,SKU021,2,1118.1,Damaged
RET000626,INV0023364,LINE000054513,2025-02-26,20250226,D016,C01395,SKU041,4,3105.81,Damaged
RET000627,INV0023370,LINE000054533,2025-02-20,20250220,D016,C01383,SKU050,156,255048.88,Customer Refusal
RET000628,INV0023484,LINE000054800,2025-02-21,20250221,D007,C00604,SKU025,2,6240.64,Damaged
RET000629,INV0023548,LINE000054957,2025-02-23,20250223,D007,C00631,SKU037,8,4214.21,Damaged
RET000630,INV0023561,LINE000054983,2025-02-26,20250226,D002,C00121,SKU040,2,2519.66,Expired
RET000631,INV0023660,LINE000055223,2025-02-27,20250227,D012,C01104,SKU034,17,55424.58,Short-dated
RET000632,INV0023769,LINE000055478,2025-03-03,20250303,D003,C00211,SKU018,65,46781.75,Customer Refusal
RET000633,INV0023825,LINE000055601,2025-03-01,20250301,D004,C00334,SKU051,7,18630.44,Damaged
RET000634,INV0023828,LINE000055611,2025-03-01,20250301,D009,C00833,SKU059,2,1685.98,Expired
RET000635,INV0023861,LINE000055691,2025-03-01,20250301,D014,C01277,SKU025,23,70670.35,Short-dated
RET000636,INV0023862,LINE000055694,2025-03-05,20250305,D006,C00504,SKU019,4,2467.46,Wrong Item
RET000637,INV0023867,LINE000055706,2025-03-03,20250303,D015,C01326,SKU059,2,1778.35,Damaged
RET000638,INV0023929,LINE000055851,2025-03-04,20250304,D008,C00710,SKU021,2,1073.4,Wrong Item
RET000639,INV0023972,LINE000055942,2025-03-02,20250302,D002,C00125,SKU056,3,4168.9,Damaged
RET000640,INV0023989,LINE000055982,2025-03-16,20250316,D006,C00557,SKU014,4,4804.49,Customer Refusal
RET000641,INV0024059,LINE000056141,2025-03-09,20250309,D016,C01420,SKU056,2,2821.37,Wrong Item
RET000642,INV0024065,LINE000056150,2025-03-08,20250308,D015,C01370,SKU025,2,6153.94,Expired
RET000643,INV0024170,LINE000056385,2025-03-12,20250312,D014,C01222,SKU023,8,14958.44,Expired
RET000644,INV0024176,LINE000056397,2025-03-06,20250306,D016,C01434,SKU023,2,3552.98,Promo Return
RET000645,INV0024205,LINE000056462,2025-03-06,20250306,D015,C01341,SKU057,15,17942.87,Damaged
RET000646,INV0024296,LINE000056658,2025-03-10,20250310,D001,C00055,SKU035,5,5508.76,Expired
RET000647,INV0024318,LINE000056711,2025-03-14,20250314,D004,C00338,SKU011,18,41029.76,Expired
RET000648,INV0024349,LINE000056790,2025-03-11,20250311,D003,C00279,SKU034,25,77171.99,Customer Refusal
RET000649,INV0024367,LINE000056830,2025-03-10,20250310,D005,C00459,SKU056,4,5527.68,Short-dated
RET000650,INV0024514,LINE000057169,2025-03-21,20250321,D013,C01150,SKU055,9,29969.34,Damaged
RET000651,INV0024519,LINE000057183,2025-03-13,20250313,D010,C00857,SKU022,2,1399.29,Expired
RET000652,INV0024522,LINE000057189,2025-03-12,20250312,D012,C01086,SKU019,10,6151.96,Damaged
RET000653,INV0024589,LINE000057344,2025-03-27,20250327,D013,C01171,SKU018,15,11332.37,Wrong Item
RET000654,INV0024665,LINE000057524,2025-03-15,20250315,D004,C00310,SKU013,5,1970.22,Promo Return
RET000655,INV0024667,LINE000057530,2025-03-18,20250318,D005,C00488,SKU010,6,9042.23,Damaged
RET000656,INV0024846,LINE000057940,2025-03-22,20250322,D006,C00528,SKU028,196,297086.46,Damaged
RET000657,INV0024872,LINE000057997,2025-03-23,20250323,D008,C00673,SKU016,23,14479.16,Damaged
RET000658,INV0024945,LINE000058166,2025-03-19,20250319,D002,C00160,SKU023,17,31061.39,Promo Return
RET000659,INV0024962,LINE000058208,2025-03-23,20250323,D002,C00120,SKU022,4,2801.61,Damaged
RET000660,INV0025010,LINE000058329,2025-04-10,20250410,D003,C00163,SKU058,6,8057.93,Customer Refusal
RET000661,INV0025066,LINE000058456,2025-03-21,20250321,D002,C00123,SKU058,28,36979.34,Expired
RET000662,INV0025085,LINE000058497,2025-03-22,20250322,D003,C00291,SKU046,2,3535.66,Damaged
RET000663,INV0025105,LINE000058543,2025-03-31,20250331,D017,C01493,SKU026,50,48039.81,Expired
RET000664,INV0025160,LINE000058673,2025-03-27,20250327,D001,C00039,SKU002,4,2478.62,Damaged
RET000665,INV0025198,LINE000058784,2025-03-26,20250326,D010,C00851,SKU011,2,4648.38,Expired
RET000666,INV0025239,LINE000058867,2025-03-28,20250328,D014,C01260,SKU051,2,5380.35,Short-dated
RET000667,INV0025260,LINE000058916,2025-03-23,20250323,D008,C00715,SKU051,18,46808.54,Expired
RET000668,INV0025286,LINE000058984,2025-03-24,20250324,D011,C01001,SKU028,4,6379.53,Damaged
RET000669,INV0025290,LINE000058998,2025-03-23,20250323,D013,C01161,SKU012,2,1014.86,Expired
RET000670,INV0025347,LINE000059117,2025-03-28,20250328,D007,C00622,SKU002,7,4333.73,Damaged
RET000671,INV0025368,LINE000059175,2025-03-26,20250326,D017,C01470,SKU013,8,3226.55,Damaged
RET000672,INV0025381,LINE000059198,2025-03-31,20250331,D012,C01074,SKU012,4,1961.83,Expired
RET000673,INV0025391,LINE000059219,2025-03-30,20250330,D015,C01335,SKU022,52,34581.54,Customer Refusal
RET000674,INV0025397,LINE000059232,2025-03-30,20250330,D007,C00588,SKU053,3,7486.62,Expired
RET000675,INV0025429,LINE000059313,2025-03-26,20250326,D015,C01318,SKU032,3,1478.61,Short-dated
RET000676,INV0025433,LINE000059324,2025-03-27,20250327,D017,C01489,SKU016,6,3566.64,Expired
RET000677,INV0025446,LINE000059351,2025-04-04,20250404,D012,C01102,SKU057,9,10920.48,Damaged
RET000678,INV0025522,LINE000059536,2025-04-02,20250402,D004,C00349,SKU016,16,9706.83,Expired
RET000679,INV0025582,LINE000059688,2025-04-02,20250402,D001,C00043,SKU028,1,1533.21,Wrong Item
RET000680,INV0025641,LINE000059841,2025-03-29,20250329,D006,C00522,SKU045,28,25029.9,Damaged
RET000681,INV0025660,LINE000059889,2025-04-05,20250405,D008,C00726,SKU037,11,6090.58,Damaged
RET000682,INV0025702,LINE000059994,2025-04-02,20250402,D014,C01260,SKU048,1,2284.88,Wrong Item
RET000683,INV0025761,LINE000060145,2025-04-06,20250406,D009,C00732,SKU028,20,29246.6,Damaged
RET000684,INV0025777,LINE000060187,2025-04-03,20250403,D005,C00428,SKU015,5,4154.98,Wrong Item
RET000685,INV0025841,LINE000060329,2025-04-03,20250403,D016,C01375,SKU015,5,4183.1,Damaged
RET000686,INV0025944,LINE000060556,2025-04-17,20250417,D012,C01067,SKU020,7,9200.63,Damaged
RET000687,INV0025949,LINE000060564,2025-04-18,20250418,D005,C00403,SKU038,17,29019.68,Damaged
RET000688,INV0025973,LINE000060623,2025-04-13,20250413,D004,C00313,SKU026,2,2017.47,Damaged
RET000689,INV0025973,LINE000060626,2025-04-10,20250410,D004,C00313,SKU020,3,3947.88,Wrong Item
RET000690,INV0026048,LINE000060798,2025-04-13,20250413,D005,C00398,SKU048,49,103813.95,Short-dated
RET000691,INV0026056,LINE000060816,2025-04-11,20250411,D006,C00493,SKU019,6,3589.66,Damaged
RET000692,INV0026107,LINE000060937,2025-04-19,20250419,D005,C00426,SKU029,4,8218.44,Customer Refusal
RET000693,INV0026113,LINE000060948,2025-04-13,20250413,D013,C01163,SKU042,22,8713.37,Short-dated
RET000694,INV0026118,LINE000060960,2025-04-10,20250410,D015,C01365,SKU001,16,10667.11,Customer Refusal
RET000695,INV0026147,LINE000061026,2025-04-21,20250421,D010,C00913,SKU004,6,2836.0,Wrong Item
RET000696,INV0026194,LINE000061124,2025-04-08,20250408,D005,C00442,SKU001,2,1347.79,Expired
RET000697,INV0026228,LINE000061203,2025-04-14,20250414,D012,C01062,SKU035,9,9454.51,Expired
RET000698,INV0026251,LINE000061257,2025-04-14,20250414,D016,C01397,SKU001,3,2037.02,Short-dated
RET000699,INV0026326,LINE000061414,2025-04-10,20250410,D010,C00846,SKU002,1,599.0,Damaged
RET000700,INV0026389,LINE000061565,2025-05-01,20250501,D009,C00735,SKU048,4,9046.65,Damaged
RET000701,INV0026450,LINE000061702,2025-04-18,20250418,D002,C00151,SKU039,27,75214.45,Short-dated
RET000702,INV0026532,LINE000061897,2025-04-14,20250414,D002,C00153,SKU031,10,26206.56,Customer Refusal
RET000703,INV0026582,LINE000062007,2025-04-15,20250415,D002,C00109,SKU007,4,4977.38,Customer Refusal
RET000704,INV0026686,LINE000062249,2025-04-25,20250425,D003,C00296,SKU037,8,4418.09,Damaged
RET000705,INV0026692,LINE000062270,2025-04-28,20250428,D002,C00106,SKU013,10,3944.23,Customer Refusal
RET000706,INV0026728,LINE000062361,2025-05-05,20250505,D014,C01252,SKU007,6,7314.17,Damaged
RET000707,INV0026739,LINE000062390,2025-04-18,20250418,D003,C00213,SKU031,13,31802.41,Promo Return
RET000708,INV0026777,LINE000062480,2025-04-17,20250417,D009,C00834,SKU059,84,71126.62,Damaged
RET000709,INV0026788,LINE000062508,2025-04-18,20250418,D012,C01064,SKU001,8,5352.94,Damaged
RET000710,INV0026791,LINE000062516,2025-04-21,20250421,D009,C00832,SKU009,4,4194.55,Customer Refusal
RET000711,INV0026875,LINE000062711,2025-04-27,20250427,D015,C01321,SKU023,23,41508.81,Wrong Item
RET000712,INV0026881,LINE000062722,2025-04-22,20250422,D012,C01110,SKU036,34,42887.0,Wrong Item
RET000713,INV0026902,LINE000062769,2025-04-19,20250419,D003,C00230,SKU056,5,6894.58,Damaged
RET000714,INV0026926,LINE000062826,2025-04-19,20250419,D010,C00868,SKU029,3,6116.61,Expired
RET000715,INV0027115,LINE000063277,2025-04-24,20250424,D001,C00039,SKU012,2,988.29,Short-dated
RET000716,INV0027123,LINE000063299,2025-04-24,20250424,D004,C00344,SKU006,2,3024.93,Damaged
RET000717,INV0027215,LINE000063508,2025-05-03,20250503,D014,C01265,SKU012,3,1486.75,Expired
RET000718,INV0027233,LINE000063557,2025-04-28,20250428,D011,C01025,SKU002,3,1737.65,Expired
RET000719,INV0027252,LINE000063603,2025-04-26,20250426,D014,C01214,SKU049,3,6218.83,Expired
RET000720,INV0027293,LINE000063706,2025-05-02,20250502,D005,C00451,SKU029,4,7938.87,Damaged
RET000721,INV0027314,LINE000063760,2025-05-06,20250506,D015,C01327,SKU004,1,506.37,Damaged
RET000722,INV0027393,LINE000063943,2025-04-25,20250425,D011,C00958,SKU008,4,3010.97,Damaged
RET000723,INV0027442,LINE000064049,2025-04-30,20250430,D011,C00961,SKU014,37,40928.46,Damaged
RET000724,INV0027514,LINE000064204,2025-05-11,20250511,D006,C00560,SKU018,4,2981.54,Damaged
RET000725,INV0027553,LINE000064297,2025-05-12,20250512,D017,C01507,SKU055,11,35093.52,Damaged
RET000726,INV0027568,LINE000064331,2025-05-02,20250502,D004,C00322,SKU018,1,774.47,Expired
RET000727,INV0027612,LINE000064429,2025-05-11,20250511,D006,C00565,SKU042,2,865.78,Wrong Item
RET000728,INV0027645,LINE000064508,2025-05-02,20250502,D011,C01012,SKU048,2,4448.43,Damaged
RET000729,INV0027691,LINE000064607,2025-05-02,20250502,D001,C00074,SKU025,34,103448.33,Expired
RET000730,INV0027727,LINE000064703,2025-05-14,20250514,D003,C00193,SKU044,3,9784.6,Damaged
RET000731,INV0027738,LINE000064726,2025-05-03,20250503,D003,C00280,SKU004,2,1048.27,Short-dated
RET000732,INV0027793,LINE000064856,2025-05-05,20250505,D010,C00849,SKU017,6,18871.24,Expired
RET000733,INV0027854,LINE000065010,2025-05-07,20250507,D015,C01360,SKU037,3,1728.88,Wrong Item
RET000734,INV0027894,LINE000065110,2025-05-16,20250516,D004,C00333,SKU010,4,6052.33,Short-dated
RET000735,INV0027974,LINE000065307,2025-05-18,20250518,D013,C01133,SKU010,4,6244.57,Short-dated
RET000736,INV0028024,LINE000065424,2025-05-13,20250513,D005,C00485,SKU029,4,8244.86,Promo Return
RET000737,INV0028033,LINE000065454,2025-05-10,20250510,D016,C01378,SKU029,8,16418.02,Damaged
RET000738,INV0028074,LINE000065544,2025-05-10,20250510,D001,C00006,SKU057,42,51697.57,Damaged
RET000739,INV0028176,LINE000065786,2025-05-09,20250509,D005,C00476,SKU016,9,5594.45,Customer Refusal
RET000740,INV0028269,LINE000066010,2025-06-01,20250601,D013,C01113,SKU010,5,7758.53,Damaged
RET000741,INV0028272,LINE000066017,2025-05-21,20250521,D004,C00329,SKU056,7,9497.38,Damaged
RET000742,INV0028289,LINE000066065,2025-05-14,20250514,D013,C01190,SKU014,5,5796.98,Promo Return
RET000743,INV0028313,LINE000066118,2025-05-13,20250513,D017,C01511,SKU026,21,20445.12,Expired
RET000744,INV0028379,LINE000066269,2025-05-18,20250518,D007,C00646,SKU031,7,18492.37,Damaged
RET000745,INV0028383,LINE000066283,2025-05-13,20250513,D002,C00107,SKU021,5,2640.38,Short-dated
RET000746,INV0028461,LINE000066464,2025-05-17,20250517,D002,C00141,SKU046,2,3468.03,Short-dated
RET000747,INV0028532,LINE000066640,2025-05-27,20250527,D003,C00205,SKU003,4,2000.43,Short-dated
RET000748,INV0028532,LINE000066641,2025-05-15,20250515,D003,C00205,SKU047,2,5106.07,Damaged
RET000749,INV0028543,LINE000066666,2025-05-21,20250521,D008,C00702,SKU033,1,2710.01,Wrong Item
RET000750,INV0028543,LINE000066667,2025-05-28,20250528,D008,C00702,SKU050,1,1706.11,Damaged
RET000751,INV0028562,LINE000066711,2025-05-17,20250517,D015,C01361,SKU020,32,40329.95,Wrong Item
RET000752,INV0028584,LINE000066766,2025-05-17,20250517,D009,C00825,SKU048,42,90971.69,Damaged
RET000753,INV0028610,LINE000066827,2025-05-16,20250516,D007,C00649,SKU024,6,19501.91,Expired
RET000754,INV0028667,LINE000066961,2025-05-18,20250518,D008,C00692,SKU018,1,755.44,Promo Return
RET000755,INV0028678,LINE000066988,2025-05-27,20250527,D005,C00411,SKU018,2,1486.33,Damaged
RET000756,INV0028696,LINE000067042,2025-05-21,20250521,D012,C01067,SKU022,6,4309.2,Customer Refusal
RET000757,INV0028713,LINE000067082,2025-05-28,20250528,D003,C00276,SKU056,3,4178.24,Damaged
RET000758,INV0028719,LINE000067097,2025-06-01,20250601,D008,C00676,SKU024,5,17887.82,Damaged
RET000759,INV0028721,LINE000067102,2025-05-20,20250520,D010,C00867,SKU013,13,5082.0,Wrong Item
RET000760,INV0028829,LINE000067362,2025-05-20,20250520,D015,C01327,SKU011,5,11463.26,Customer Refusal
RET000761,INV0028830,LINE000067365,2025-05-23,20250523,D009,C00775,SKU013,5,1963.11,Damaged
RET000762,INV0028838,LINE000067384,2025-05-22,20250522,D008,C00700,SKU030,1,1858.47,Promo Return
RET000763,INV0028861,LINE000067437,2025-05-21,20250521,D007,C00617,SKU016,8,4939.28,Promo Return
RET000764,INV0028880,LINE000067488,2025-06-02,20250602,D002,C00133,SKU005,3,1650.75,Expired
RET000765,INV0028893,LINE000067519,2025-06-10,20250610,D010,C00854,SKU003,1,501.35,Promo Return
RET000766,INV0028895,LINE000067522,2025-05-31,20250531,D011,C01044,SKU011,3,6807.53,Expired
RET000767,INV0028958,LINE000067677,2025-05-27,20250527,D007,C00606,SKU017,28,83590.32,Damaged
RET000768,INV0029023,LINE000067831,2025-05-31,20250531,D010,C00880,SKU016,4,2532.06,Damaged
RET000769,INV0029076,LINE000067960,2025-05-30,20250530,D015,C01360,SKU059,5,4413.98,Damaged
RET000770,INV0029092,LINE000067996,2025-05-28,20250528,D007,C00609,SKU051,17,44883.44,Customer Refusal
RET000771,INV0029094,LINE000068001,2025-05-29,20250529,D015,C01332,SKU043,14,40327.47,Damaged
RET000772,INV0029101,LINE000068024,2025-05-31,20250531,D008,C00716,SKU034,5,17183.29,Damaged
RET000773,INV0029130,LINE000068090,2025-05-24,20250524,D009,C00801,SKU058,2,2707.18,Wrong Item
RET000774,INV0029168,LINE000068175,2025-05-30,20250530,D001,C00006,SKU039,34,100329.54,Damaged
RET000775,INV0029183,LINE000068220,2025-06-03,20250603,D008,C00709,SKU011,5,11542.37,Short-dated
RET000776,INV0029222,LINE000068304,2025-05-26,20250526,D006,C00544,SKU047,9,21467.71,Damaged
